Código,Título,Grupo de alimentos,Energía <ENERC> - kcal,Energía <ENERC> - KJ,Agua <WATER>,Proteínas <PROCNT>,Grasa total <FAT>,Carbohidratos totales <CHOCDF>,Carbohidratos disponibles <CHOAVL>,Fibra dietaria <FIBTG>,Cenizas <ASH>,Calcio <CA>,Fósforo <P>,Zinc <ZN>,Hierro <FE>,Sodio <NA>,Potasio <K>,β caroteno equivalentes totales <CARTBQ>,Vitamina A equivalentes totales <VITA>,Tiamina <THIA>,Riboflavina <RIBF>,Niacina <NIA>,Vitamina C <VITC>,Ácido fólico,Acción
C114,Manzana chilena verde con cáscara,FRUTAS Y DERIVADOS,38kcal,158KJ,87.50g,0.20g,0.30g,11.40g,9.70g,1.80g,0.60g,-1mg,-1mg,-1.00mg,0.83mg,-1mg,-1mg,0μg,0μg,-1.00mg,-1.00mg,-1.00mg,0.23mg,-1μg,
C115,"Manzana delicia ""helada"" con cáscara",FRUTAS Y DERIVADOS,47kcal,195KJ,83.50g,0.20g,0.10g,16.00g,12.60g,3.40g,0.30g,-1mg,-1mg,-1.00mg,0.82mg,-1mg,-1mg,2μg,0μg,-1.00mg,-1.00mg,-1.00mg,0.31mg,-1μg,
C116,Manzana delicia roja con cáscara,FRUTAS Y DERIVADOS,52kcal,216KJ,82.90g,0.30g,0.10g,16.50g,14.00g,2.60g,0.30g,-1mg,-1mg,-1.00mg,0.30mg,-1mg,-1mg,15μg,3μg,-1.00mg,-1.00mg,-1.00mg,0.26mg,-1μg,
C117,Manzana israel con cáscara,FRUTAS Y DERIVADOS,40kcal,165KJ,86.50g,0.40g,0.10g,12.90g,10.50g,2.40g,0.20g,-1mg,-1mg,-1.00mg,0.41mg,-1mg,-1mg,8μg,1μg,-1.00mg,-1.00mg,-1.00mg,0.30mg,-1μg,
C118,"Manzana, jugo natural, envasado",FRUTAS Y DERIVADOS,43kcal,180KJ,89.00g,-1.00g,-1.00g,11.00g,10.70g,0.30g,-1.00g,13mg,20mg,-1.00mg,0.49mg,13mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,0.00mg,-1μg,
C119,"Manzana, néctar envasado",FRUTAS Y DERIVADOS,38kcal,160KJ,90.30g,0.00g,0.00g,9.50g,9.50g,0.10g,0.10g,-1mg,-1mg,-1.00mg,0.02mg,37mg,29mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,13.53mg,-1μg,
C120,Manzana pero con cáscara (para agua),FRUTAS Y DERIVADOS,31kcal,130KJ,85.60g,0.30g,0.10g,13.80g,8.30g,5.50g,0.30g,-1mg,-1mg,-1.00mg,0.51mg,-1mg,-1mg,2μg,0μg,-1.00mg,-1.00mg,-1.00mg,0.31mg,-1μg,
C121,"Manzana santa rosa, golden o caña con cáscara",FRUTAS Y DERIVADOS,53kcal,221KJ,82.30g,0.20g,0.10g,17.30g,14.40g,2.80g,0.20g,-1mg,-1mg,-1.00mg,0.43mg,-1mg,-1mg,11μg,2μg,-1.00mg,-1.00mg,-1.00mg,1.02mg,-1μg,
C122,Manzana winter con cáscara,FRUTAS Y DERIVADOS,44kcal,186KJ,84.40g,0.30g,0.10g,15.00g,12.00g,3.10g,0.20g,-1mg,-1mg,-1.00mg,0.27mg,-1mg,-1mg,4μg,1μg,-1.00mg,-1.00mg,-1.00mg,0.36mg,-1μg,
C123,"Maracuyá, jugo natural, envasado",FRUTAS Y DERIVADOS,35kcal,145KJ,90.00g,-1.00g,-1.00g,10.00g,8.70g,1.40g,-1.00g,11mg,0mg,-1.00mg,0.20mg,11mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,0.00mg,-1μg,
C124,"Maracuyá, néctar envasado",FRUTAS Y DERIVADOS,9kcal,37KJ,97.60g,0.00g,0.00g,2.30g,2.10g,0.20g,0.10g,-1mg,-1mg,-1.00mg,0.02mg,27mg,15mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,24.05mg,-1μg,
C125,"Naranja, bebida envasada",FRUTAS Y DERIVADOS,56kcal,235KJ,85.20g,0.00g,0.00g,14.70g,14.00g,0.70g,0.10g,-1mg,-1mg,-1.00mg,0.02mg,9mg,46mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,52.25mg,-1μg,
C126,"Naranja, jugo natural, envasado",FRUTAS Y DERIVADOS,16kcal,69KJ,95.00g,-1.00g,-1.00g,5.00g,4.10g,0.90g,-1.00g,10mg,0mg,-1.00mg,0.11mg,7mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,72.94mg,-1μg,
C127,"Naranja, néctar envasado",FRUTAS Y DERIVADOS,43kcal,179KJ,87.70g,-1.00g,-1.00g,12.30g,10.70g,1.60g,-1.00g,6mg,0mg,-1.00mg,0.38mg,29mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,17.92mg,-1μg,
C128,Naranja tangelo,FRUTAS Y DERIVADOS,24kcal,98KJ,91.00g,1.00g,0.20g,7.40g,5.20g,2.20g,0.40g,-1mg,-1mg,-1.00mg,0.63mg,-1mg,-1mg,38μg,6μg,-1.00mg,-1.00mg,-1.00mg,11.74mg,-1μg,
C129,"Naranja tangelo, jugo natural",FRUTAS Y DERIVADOS,16kcal,69KJ,93.00g,0.70g,0.20g,5.90g,3.50g,2.40g,0.30g,-1mg,-1mg,-1.00mg,0.26mg,-1mg,-1mg,22μg,4μg,-1.00mg,-1.00mg,-1.00mg,9.16mg,-1μg,
C130,Naranjilla*,FRUTAS Y DERIVADOS,28kcal,117KJ,91.80g,0.70g,0.10g,6.80g,-1.00g,-1.00g,0.60g,8mg,14mg,-1.00mg,0.40mg,4mg,294mg,-1μg,-1μg,0.06mg,0.04mg,1.50mg,65.00mg,-1μg,
C131,"Palta ""fuerte""",FRUTAS Y DERIVADOS,104kcal,436KJ,69.70g,1.90g,8.90g,17.10g,6.50g,10.60g,2.40g,11mg,60mg,0.63mg,0.49mg,21mg,430mg,75μg,13μg,0.07mg,0.13mg,1.74mg,3.82mg,0μg,
C132,Papaya arequipeña,FRUTAS Y DERIVADOS,17kcal,72KJ,94.40g,1.00g,0.30g,3.70g,3.30g,0.50g,0.70g,-1mg,-1mg,-1.00mg,0.30mg,1mg,326mg,0μg,0μg,-1.00mg,-1.00mg,-1.00mg,34.45mg,-1μg,
C133,"Pera, néctar envasado",FRUTAS Y DERIVADOS,46kcal,192KJ,88.50g,0.00g,0.00g,11.50g,11.40g,0.00g,0.10g,-1mg,-1mg,-1.00mg,0.02mg,25mg,6mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,0.81mg,-1μg,
C134,"Piña, bebida envasada",FRUTAS Y DERIVADOS,29kcal,121KJ,91.70g,0.00g,0.00g,8.30g,7.20g,1.10g,0.00g,-1mg,-1mg,-1.00mg,0.01mg,7mg,5mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,33.87mg,-1μg,
C135,"Plátano ""bellaco""",FRUTAS Y DERIVADOS,102kcal,427KJ,67.50g,1.30g,0.10g,29.50g,26.90g,2.60g,1.60g,8mg,20mg,0.06mg,0.38mg,15mg,359mg,377μg,63μg,0.05mg,-1.00mg,0.83mg,0.00mg,-1μg,
C136,"Plátano ""moquicho""",FRUTAS Y DERIVADOS,100kcal,419KJ,67.40g,1.20g,0.10g,29.70g,26.50g,3.20g,1.70g,7mg,20mg,0.10mg,0.47mg,13mg,355mg,-1μg,-1μg,0.04mg,-1.00mg,0.77mg,0.00mg,-1μg,
C137,Plátano palillo,FRUTAS Y DERIVADOS,105kcal,440KJ,66.80g,0.90g,0.30g,31.00g,27.80g,3.20g,1.00g,6mg,20mg,0.23mg,0.04mg,20mg,356mg,270μg,45μg,0.07mg,0.07mg,9.63mg,1.25mg,-1μg,
C138,"Plátano palillo maduro, harina de",FRUTAS Y DERIVADOS,293kcal,1227KJ,10.50g,4.10g,1.10g,81.60g,75.10g,6.40g,2.80g,22mg,60mg,0.96mg,2.00mg,39mg,1263mg,0μg,0μg,0.15mg,0.16mg,2.24mg,5.23mg,-1μg,
C139,"Plátano palillo verde, harina de",FRUTAS Y DERIVADOS,295kcal,1233KJ,11.20g,3.30g,0.20g,83.20g,78.30g,4.90g,2.10g,9mg,60mg,0.40mg,0.10mg,33mg,912mg,0μg,0μg,0.14mg,0.13mg,7.72mg,1.74mg,-1μg,
C140,Sancayo,FRUTAS Y DERIVADOS,17kcal,73KJ,94.00g,0.80g,0.60g,4.00g,2.70g,1.30g,0.70g,-1mg,-1mg,-1.00mg,0.16mg,2mg,270mg,0μg,0μg,-1.00mg,-1.00mg,-1.00mg,53.84mg,-1μg,
C141,Warr'a,FRUTAS Y DERIVADOS,102kcal,427KJ,71.00g,1.50g,0.20g,26.40g,-1.00g,-1.00g,0.90g,51mg,26mg,-1.00mg,3.40mg,-1mg,-1mg,-1μg,-1μg,0.02mg,0.11mg,0.58mg,2.80mg,-1μg,
C142,Yak'u,FRUTAS Y DERIVADOS,116kcal,485KJ,69.30g,1.80g,2.20g,25.30g,-1.00g,-1.00g,1.40g,138mg,52mg,-1.00mg,3.20mg,-1mg,-1mg,-1μg,-1μg,0.04mg,0.18mg,0.90mg,14.80mg,-1μg,
C143,Aceituna verde,FRUTAS Y DERIVADOS,186kcal,780KJ,67.60g,1.40g,21.70g,4.50g,0.00g,4.50g,4.80g,107mg,0mg,0.23mg,1.85mg,1901mg,52mg,416μg,69μg,0.01mg,0.03mg,0.87mg,0.00mg,-1μg,
C144,"Aguaje, néctar natural, sin azúcar",FRUTAS Y DERIVADOS,7kcal,28KJ,98.30g,0.10g,0.60g,0.80g,0.30g,0.60g,0.10g,4mg,0mg,0.00mg,0.05mg,2mg,109mg,454μg,76μg,0.00mg,0.00mg,0.04mg,0.27mg,-1μg,
C145,Arándano,FRUTAS Y DERIVADOS,51kcal,212KJ,85.10g,0.60g,0.10g,14.00g,13.20g,0.80g,0.20g,-1mg,-1mg,0.00mg,0.51mg,1mg,51mg,0μg,0μg,0.04mg,0.00mg,0.00mg,20.08mg,-1μg,
C146,"Arándano, néctar natural, con cáscara, sin azúcar",FRUTAS Y DERIVADOS,20kcal,85KJ,94.00g,0.30g,0.30g,5.30g,4.30g,1.10g,0.10g,-1mg,0mg,0.00mg,0.13mg,2mg,28mg,20μg,3μg,0.02mg,0.00mg,0.00mg,17.57mg,-1μg,
C147,Cereza,FRUTAS Y DERIVADOS,30kcal,128KJ,88.60g,1.20g,0.00g,9.60g,7.30g,2.30g,0.60g,13mg,12mg,0.12mg,0.08mg,3mg,218mg,59μg,10μg,0.06mg,0.00mg,0.60mg,16.19mg,0μg,
C148,"Ciruela albaricoque, con cáscara, sin pepa",FRUTAS Y DERIVADOS,34kcal,141KJ,88.10g,0.40g,0.10g,11.00g,8.80g,2.20g,0.40g,6mg,0mg,0.08mg,0.04mg,4mg,114mg,328μg,55μg,0.02mg,0.06mg,0.71mg,0.21mg,0μg,
C149,"Cidra o limón cidra, sin cáscara, sin pepas",FRUTAS Y DERIVADOS,19kcal,80KJ,90.60g,0.70g,0.00g,8.10g,6.80g,1.40g,0.60g,24mg,0mg,0.06mg,0.13mg,0mg,162mg,0μg,0μg,0.04mg,0.03mg,0.46mg,53.57mg,-1μg,
C150,Frambuesa,FRUTAS Y DERIVADOS,31kcal,129KJ,87.10g,1.60g,0.80g,10.10g,5.20g,4.90g,0.40g,-1mg,-1mg,0.19mg,0.56mg,1mg,114mg,0μg,0μg,0.03mg,0.00mg,0.56mg,20.08mg,-1μg,
C151,Mango criollo,FRUTAS Y DERIVADOS,66kcal,275KJ,81.10g,0.40g,0.20g,17.80g,17.40g,0.30g,0.60g,6mg,0mg,0.07mg,0.00mg,0mg,220mg,347μg,58μg,0.04mg,0.06mg,0.49mg,9.60mg,-1μg,
C152,Mango Edward,FRUTAS Y DERIVADOS,69kcal,288KJ,79.70g,0.60g,0.30g,18.80g,17.90g,0.90g,0.60g,7mg,0mg,0.12mg,0.08mg,2mg,181mg,1441μg,240μg,0.06mg,0.07mg,1.28mg,61.17mg,-1μg,
C153,"Mango Edward, néctar natural, sin cáscara, sin azúcar",FRUTAS Y DERIVADOS,29kcal,122KJ,91.90g,0.10g,0.40g,7.40g,6.50g,0.90g,0.20g,3mg,0mg,0.00mg,0.04mg,1mg,54mg,506μg,84μg,0.02mg,0.03mg,0.51mg,0.53mg,-1μg,
C154,Mango kafro,FRUTAS Y DERIVADOS,64kcal,269KJ,81.70g,0.70g,0.40g,16.90g,16.40g,0.50g,0.40g,-1mg,-1mg,0.00mg,0.14mg,0mg,131mg,190μg,32μg,0.07mg,0.00mg,2.40mg,21.30mg,-1μg,
C155,Mango kent,FRUTAS Y DERIVADOS,65kcal,274KJ,80.80g,0.70g,0.00g,18.10g,17.50g,0.60g,0.40g,-1mg,-1mg,0.00mg,0.17mg,1mg,158mg,265μg,44μg,0.05mg,0.00mg,1.43mg,14.95mg,-1μg,
C156,Manzana Royal  o gala,FRUTAS Y DERIVADOS,55kcal,230KJ,83.10g,0.40g,0.00g,16.10g,14.80g,1.30g,0.40g,5mg,0mg,0.07mg,0.06mg,1mg,110mg,10μg,2μg,0.02mg,0.04mg,0.10mg,1.30mg,-1μg,
C157,"Manzana verde nacional, refresco natural, cocido, sin azúcar",FRUTAS Y DERIVADOS,2kcal,9KJ,98.50g,0.30g,0.20g,1.00g,0.00g,1.00g,0.10g,0mg,0mg,0.01mg,0.09mg,1mg,26mg,-1μg,0μg,0.00mg,0.00mg,0.01mg,0.44mg,-1μg,
C158,Mora o zarzamora,FRUTAS Y DERIVADOS,27kcal,114KJ,86.40g,2.10g,0.50g,10.40g,4.40g,6.00g,0.50g,33mg,25mg,0.29mg,0.37mg,0mg,137mg,22μg,4μg,0.03mg,0.00mg,1.37mg,19.31mg,0μg,
C159,"Noni, con cáscara, sin pepas",FRUTAS Y DERIVADOS,25kcal,105KJ,83.20g,0.80g,0.50g,14.80g,5.10g,9.70g,0.70g,49mg,20mg,0.23mg,0.00mg,13mg,270mg,39μg,6μg,0.09mg,0.37mg,1.02mg,53.63mg,-1μg,
C160,Palta dedo o cocktail,FRUTAS Y DERIVADOS,166kcal,694KJ,71.50g,1.80g,19.10g,6.60g,0.00g,6.60g,1.00g,18mg,50mg,0.99mg,0.43mg,0mg,359mg,53μg,9μg,0.07mg,0.09mg,2.37mg,8.80mg,-1μg,
C161,Palta Hass,FRUTAS Y DERIVADOS,204kcal,851KJ,65.90g,1.00g,23.50g,7.80g,1.00g,6.80g,1.80g,9mg,50mg,0.49mg,0.57mg,4mg,520mg,42μg,7μg,0.08mg,0.13mg,2.21mg,0.00mg,-1μg,
C162,"Papaya, néctar natural, sin azúcar",FRUTAS Y DERIVADOS,15kcal,63KJ,95.90g,0.40g,0.50g,3.10g,2.40g,0.60g,0.10g,10mg,100mg,0.00mg,0.14mg,1mg,60mg,8μg,1μg,0.01mg,0.03mg,0.18mg,12.58mg,-1μg,
C163,Pasa rubia,FRUTAS Y DERIVADOS,265kcal,1110KJ,22.60g,2.40g,1.00g,72.10g,68.90g,3.20g,1.90g,29mg,80mg,0.13mg,2.67mg,3mg,537mg,0μg,0μg,0.01mg,0.05mg,3.44mg,3.27mg,-1μg,
C164,Piña Golden o baby golden,FRUTAS Y DERIVADOS,55kcal,230KJ,83.20g,0.60g,0.10g,15.70g,14.30g,1.30g,0.40g,11mg,0mg,0.21mg,0.18mg,0mg,174mg,7μg,1μg,0.08mg,0.00mg,1.09mg,53.46mg,0μg,
C165,Piña Hawaiana,FRUTAS Y DERIVADOS,44kcal,184KJ,86.80g,0.60g,0.40g,11.90g,10.70g,1.20g,0.30g,8mg,0mg,0.20mg,0.19mg,0mg,132mg,1μg,0μg,0.07mg,0.00mg,0.58mg,32.38mg,0μg,
C166,Piña Selva,FRUTAS Y DERIVADOS,30kcal,128KJ,89.80g,0.50g,0.40g,9.30g,7.10g,2.10g,0.10g,6mg,0mg,0.00mg,0.15mg,0mg,122mg,6μg,1μg,0.07mg,0.00mg,1.24mg,29.04mg,0μg,
C167,"Piña Selva, néctar natural, sin azúcar",FRUTAS Y DERIVADOS,19kcal,79KJ,95.70g,0.20g,0.50g,3.50g,3.50g,0.00g,0.10g,2mg,0mg,0.00mg,0.17mg,1mg,73mg,3μg,0μg,0.03mg,0.00mg,0.53mg,6.52mg,0μg,
C168,Pitajaya roja,FRUTAS Y DERIVADOS,56kcal,236KJ,83.30g,0.80g,0.70g,14.40g,13.20g,1.30g,0.70g,11mg,28mg,0.16mg,0.32mg,0mg,233mg,0μg,0μg,0.07mg,0.00mg,2.66mg,0.94mg,-1μg,
C169,"Plátano bellaco maduro, frito en aceite vegetal",FRUTAS Y DERIVADOS,173kcal,722KJ,55.00g,1.10g,3.70g,39.00g,33.70g,5.20g,1.20g,3mg,30mg,0.16mg,0.00mg,0mg,441mg,1423μg,237μg,0.05mg,0.07mg,0.58mg,0.00mg,-1μg,
C170,"Uva Red Globe, con cáscara, sin pepas",FRUTAS Y DERIVADOS,52kcal,216KJ,82.60g,0.60g,0.40g,13.60g,12.80g,0.80g,2.70g,11mg,0mg,0.00mg,0.34mg,3mg,138mg,1μg,0μg,0.05mg,0.00mg,0.33mg,5.65mg,-1μg,
D1,Aceite compuesto (vegetal 70% pescado 30%),"GRASAS, ACEITES Y OLEAGINOSAS",884kcal,3699KJ,0.00g,0.00g,100.00g,0.00g,-1.00g,-1.00g,0.00g,0mg,0mg,-1.00mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D2,"Aceite de pescado, hidrogenado","GRASAS, ACEITES Y OLEAGINOSAS",884kcal,3699KJ,0.00g,0.00g,100.00g,0.00g,-1.00g,-1.00g,0.00g,0mg,0mg,-1.00mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D3,Aceite vegetal de algodón,"GRASAS, ACEITES Y OLEAGINOSAS",884kcal,3699KJ,0.00g,0.00g,100.00g,0.00g,0.00g,0.00g,0.00g,0mg,0mg,0.00mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D4,Aceite vegetal de girasol,"GRASAS, ACEITES Y OLEAGINOSAS",884kcal,3699KJ,0.00g,0.00g,100.00g,0.00g,0.00g,0.00g,0.00g,0mg,0mg,0.00mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D5,Aceite vegetal de maíz,"GRASAS, ACEITES Y OLEAGINOSAS",884kcal,3699KJ,0.00g,0.00g,100.00g,0.00g,0.00g,0.00g,0.00g,0mg,0mg,0.00mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D6,Aceite vegetal de maní,"GRASAS, ACEITES Y OLEAGINOSAS",884kcal,3699KJ,0.00g,0.00g,100.00g,0.00g,0.00g,0.00g,0.00g,0mg,0mg,0.01mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D7,Aceite vegetal de olivo,"GRASAS, ACEITES Y OLEAGINOSAS",884kcal,3699KJ,0.00g,0.00g,100.00g,0.00g,0.00g,0.00g,0.00g,0mg,0mg,0.00mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D8,Aceite vegetal de palma,"GRASAS, ACEITES Y OLEAGINOSAS",884kcal,3699KJ,0.00g,0.00g,100.00g,0.00g,0.00g,0.00g,0.00g,0mg,0mg,0.00mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D9,Aceite vegetal de soya,"GRASAS, ACEITES Y OLEAGINOSAS",884kcal,3699KJ,0.00g,0.00g,100.00g,0.00g,0.00g,0.00g,0.00g,0mg,0mg,0.00mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D10,Almendra,"GRASAS, ACEITES Y OLEAGINOSAS",554kcal,2317KJ,5.10g,19.40g,54.10g,18.30g,8.40g,9.90g,3.20g,195mg,440mg,3.12mg,3.72mg,1mg,580mg,-1μg,0μg,0.20mg,0.56mg,4.17mg,0.00mg,-1μg,
D11,Avellana,"GRASAS, ACEITES Y OLEAGINOSAS",498kcal,2082KJ,3.10g,10.60g,52.90g,30.30g,4.50g,25.70g,3.10g,144mg,200mg,2.20mg,3.30mg,61mg,714mg,-1μg,2μg,0.48mg,0.11mg,5.64mg,2.00mg,-1μg,
D12,"Cacao, semillas secas","GRASAS, ACEITES Y OLEAGINOSAS",570kcal,2387KJ,3.60g,12.00g,46.30g,34.70g,-1.00g,-1.00g,3.40g,106mg,537mg,-1.00mg,3.60mg,4mg,830mg,-1μg,0μg,0.17mg,0.14mg,1.70mg,3.00mg,-1μg,
D13,Castaña peruana o nuez de Brasil,"GRASAS, ACEITES Y OLEAGINOSAS",647kcal,2706KJ,3.90g,13.00g,69.00g,10.70g,6.00g,4.70g,3.40g,144mg,630mg,4.06mg,2.10mg,22mg,467mg,-1μg,0μg,0.75mg,0.17mg,1.48mg,2.70mg,-1μg,
D14,"Maní crudo, sin cáscara con piel","GRASAS, ACEITES Y OLEAGINOSAS",559kcal,2339KJ,7.30g,24.10g,48.20g,17.70g,9.20g,8.50g,2.70g,66mg,231mg,3.27mg,1.50mg,-1mg,-1mg,-1μg,0μg,0.48mg,0.53mg,17.00mg,1.30mg,-1μg,
D15,Maní sancochado,"GRASAS, ACEITES Y OLEAGINOSAS",374kcal,1565KJ,32.30g,15.90g,27.50g,21.90g,13.10g,8.80g,2.40g,47mg,219mg,1.83mg,3.60mg,-1mg,-1mg,-1μg,0μg,0.18mg,0.10mg,8.88mg,0.00mg,-1μg,
D16,"Maní tostado, sin piel","GRASAS, ACEITES Y OLEAGINOSAS",590kcal,2469KJ,2.00g,27.10g,51.00g,16.90g,8.90g,8.00g,3.00g,48mg,298mg,3.31mg,2.20mg,-1mg,-1mg,-1μg,0μg,0.08mg,0.35mg,21.60mg,0.00mg,-1μg,
D17,Manteca de cerdo,"GRASAS, ACEITES Y OLEAGINOSAS",879kcal,3676KJ,0.50g,0.00g,99.40g,0.00g,0.00g,0.00g,0.10g,0mg,0mg,0.11mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D18,Manteca vegetal,"GRASAS, ACEITES Y OLEAGINOSAS",880kcal,3699KJ,0.10g,0.00g,99.50g,0.00g,0.00g,0.00g,0.40g,0mg,0mg,0.00mg,0.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D19,Mantequilla,"GRASAS, ACEITES Y OLEAGINOSAS",729kcal,3050KJ,16.00g,2.00g,82.00g,0.00g,-1.00g,-1.00g,0.00g,0mg,0mg,-1.00mg,0.00mg,-1mg,-1mg,-1μg,671μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D20,Mantequilla con sal,"GRASAS, ACEITES Y OLEAGINOSAS",717kcal,3000KJ,15.90g,0.90g,81.10g,0.10g,0.10g,0.00g,2.10g,24mg,24mg,0.09mg,0.02mg,-1mg,-1mg,-1μg,684μg,0.00mg,0.03mg,0.04mg,0.00mg,-1μg,
D21,Margarina vegetal con sal,"GRASAS, ACEITES Y OLEAGINOSAS",720kcal,3012KJ,16.00g,0.60g,81.00g,0.30g,0.30g,0.00g,2.10g,0mg,0mg,0.00mg,0.00mg,-1mg,-1mg,-1μg,819μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
D22,Nuez,"GRASAS, ACEITES Y OLEAGINOSAS",654kcal,2735KJ,3.80g,14.80g,69.10g,10.50g,6.00g,4.50g,1.80g,86mg,280mg,3.09mg,2.92mg,3mg,383mg,-1μg,1μg,0.34mg,0.15mg,2.48mg,1.30mg,-1μg,
D23,Cashú o castaña de cashú,"GRASAS, ACEITES Y OLEAGINOSAS",574kcal,2399KJ,2.30g,16.50g,51.10g,27.40g,21.80g,5.70g,2.60g,61mg,440mg,-1.00mg,-1.00mg,6mg,0mg,-1μg,-1μg,-1.00mg,-1.00mg,1.07mg,-1.00mg,-1μg,
D24,"Chía, semilla de","GRASAS, ACEITES Y OLEAGINOSAS",362kcal,1515KJ,7.70g,19.90g,32.50g,35.30g,5.20g,30.10g,4.60g,478mg,725mg,-1.00mg,-1.00mg,3mg,635mg,-1μg,-1μg,-1.00mg,-1.00mg,3.20mg,17.16mg,-1μg,
D25,"Linaza, semilla de","GRASAS, ACEITES Y OLEAGINOSAS",420kcal,1757KJ,8.10g,17.80g,42.50g,28.70g,0.70g,27.90g,2.90g,228mg,400mg,-1.00mg,3.41mg,42mg,0mg,-1μg,-1μg,-1.00mg,-1.00mg,1.36mg,-1.00mg,-1μg,
D26,"Margarina, Astra de La Danesa 60% grasa vegetal","GRASAS, ACEITES Y OLEAGINOSAS",506kcal,2117KJ,34.90g,0.00g,57.20g,0.00g,-1.00g,-1.00g,2.40g,-1mg,-1mg,-1.00mg,-1.00mg,1048mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
D27,"Margarina, Dorina Batida al 70% de grasa","GRASAS, ACEITES Y OLEAGINOSAS",597kcal,2498KJ,25.80g,0.00g,67.60g,0.00g,-1.00g,-1.00g,2.60g,-1mg,-1mg,-1.00mg,-1.00mg,762mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
D28,"Margarina, Dorina Clásica al 70% de grasa","GRASAS, ACEITES Y OLEAGINOSAS",578kcal,2420KJ,26.50g,0.00g,65.40g,0.00g,-1.00g,-1.00g,2.40g,-1mg,-1mg,-1.00mg,-1.00mg,861mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
D29,"Margarina, Dorina Light al 50% de grasa","GRASAS, ACEITES Y OLEAGINOSAS",409kcal,1710KJ,44.70g,0.00g,46.20g,0.00g,-1.00g,-1.00g,2.10g,-1mg,-1mg,-1.00mg,-1.00mg,711mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
D30,"Margarina, La Danesa 70% de grasa vegetal","GRASAS, ACEITES Y OLEAGINOSAS",590kcal,2469KJ,24.50g,0.00g,66.80g,0.00g,-1.00g,-1.00g,3.10g,-1mg,-1mg,-1.00mg,-1.00mg,1247mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
D31,"Margarina, La Preferida 70% grasa","GRASAS, ACEITES Y OLEAGINOSAS",598kcal,2502KJ,24.60g,0.00g,67.60g,0.00g,-1.00g,-1.00g,3.10g,-1mg,-1mg,-1.00mg,-1.00mg,1229mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
D32,"Margarina, Manty 40% de grasa vegetal","GRASAS, ACEITES Y OLEAGINOSAS",325kcal,1361KJ,50.60g,0.00g,36.80g,0.00g,-1.00g,-1.00g,4.90g,-1mg,-1mg,-1.00mg,-1.00mg,1790mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
D33,"Margarina, Sello de Oro","GRASAS, ACEITES Y OLEAGINOSAS",607kcal,2539KJ,24.80g,0.00g,68.60g,0.00g,-1.00g,-1.00g,2.30g,-1mg,-1mg,-1.00mg,-1.00mg,926mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
