Código,Título,Estrato,Energía <ENERC> - kcal,Energía <ENERC> - KJ,Agua <WATER>,Proteínas <PROCNT>,Grasa total <FAT>,Carbohidratos totales <CHOCDF>,Carbohidratos disponibles <CHOAVL>,Fibra dietaria <FIBTG>,Cenizas <ASH>,Calcio <CA>,Fósforo <P>,Zinc <ZN>,Hierro <FE>,Sodio <NA>,Potasio <K>,Vitamina A equivalentes totales <VITA>,Tiamina <THIA>,Riboflavina <RIBF>,Niacina <NIA>,Vitamina C <VITC>,Ácido fólico,Acción
SS51,Cabrito a la norteña con arroz,C,134kcal,560KJ,45.90g,7.30g,1.70g,22.50g,21.70g,0.80g,0.80g,15mg,84mg,0.83mg,0.84mg,429mg,6mg,6μg,0.05mg,0.14mg,2.76mg,6.13mg,0μg,
SS51,Cabrito a la norteña con arroz,E,85kcal,354KJ,33.70g,3.80g,0.70g,15.60g,15.20g,0.40g,0.50g,12mg,53mg,0.76mg,0.78mg,45mg,9mg,3μg,0.03mg,0.04mg,1.26mg,8.95mg,0μg,
SS52,Cabrito con frejoles y arroz,A,167kcal,700KJ,44.70g,5.50g,7.50g,19.30g,18.80g,1.00g,0.70g,24mg,78mg,1.09mg,1.06mg,702mg,2mg,42μg,0.06mg,0.06mg,1.91mg,5.28mg,0μg,
SS52,Cabrito con frejoles y arroz,B,114kcal,475KJ,25.80g,7.60g,1.70g,17.10g,13.60g,3.50g,0.90g,23mg,100mg,1.33mg,1.71mg,103mg,5mg,1μg,0.07mg,0.05mg,0.66mg,2.54mg,0μg,
SS52,Cabrito con frejoles y arroz,C,146kcal,613KJ,32.60g,8.00g,3.30g,20.80g,18.40g,2.40g,0.90g,21mg,99mg,1.38mg,1.64mg,307mg,6mg,3μg,0.07mg,0.07mg,0.81mg,2.16mg,0μg,
SS52,Cabrito con frejoles y arroz,E,155kcal,648KJ,23.10g,7.60g,2.10g,26.10g,23.00g,3.20g,0.90g,23mg,102mg,1.24mg,1.61mg,227mg,3mg,1μg,0.07mg,0.05mg,0.86mg,1.63mg,0μg,
SS53,Carapulcra con arroz,D,151kcal,630KJ,43.40g,6.10g,4.00g,24.30g,18.50g,1.50g,0.70g,27mg,82mg,0.74mg,1.58mg,158mg,51mg,9μg,0.17mg,0.12mg,1.46mg,4.37mg,0μg,
SS54,Carapulcra de cerdo con arroz,A,180kcal,755KJ,26.40g,8.80g,3.30g,29.50g,29.30g,0.20g,1.00g,15mg,119mg,0.83mg,1.24mg,541mg,99mg,3μg,0.31mg,0.10mg,2.87mg,1.23mg,0μg,
SS54,Carapulcra de cerdo con arroz,C,137kcal,573KJ,23.30g,6.60g,2.60g,21.10g,21.00g,0.10g,0.80g,11mg,88mg,0.64mg,0.89mg,592mg,79mg,1μg,0.24mg,0.08mg,1.90mg,1.07mg,0μg,
SS54,Carapulcra de cerdo con arroz,D,176kcal,735KJ,20.10g,6.00g,2.00g,33.10g,32.80g,0.30g,1.10g,62mg,99mg,0.67mg,1.51mg,126mg,45mg,0μg,0.18mg,0.10mg,2.30mg,3.43mg,0μg,
SS55,Carne de res con ensalada y arroz,A,215kcal,898KJ,30.50g,6.90g,10.50g,22.70g,22.40g,0.30g,0.60g,11mg,85mg,1.33mg,1.27mg,447mg,1mg,53μg,0.04mg,0.06mg,2.05mg,2.04mg,3μg,
SS56,Cau cau con arroz,A,114kcal,476KJ,46.90g,5.30g,2.80g,16.90g,11.10g,0.30g,0.40g,27mg,41mg,0.59mg,0.49mg,114mg,7mg,76μg,0.02mg,0.02mg,0.45mg,2.64mg,0μg,
SS56,Cau cau con arroz,B,115kcal,482KJ,52.10g,5.60g,1.20g,20.30g,14.30g,0.50g,0.50g,28mg,50mg,0.67mg,0.61mg,118mg,5mg,62μg,0.04mg,0.04mg,0.61mg,4.49mg,0μg,
SS56,Cau cau con arroz,C,103kcal,432KJ,38.80g,4.40g,1.50g,17.70g,15.00g,0.50g,0.40g,18mg,40mg,0.53mg,0.47mg,88mg,3mg,26μg,0.03mg,0.04mg,0.68mg,4.20mg,0μg,
SS56,Cau cau con arroz,D,101kcal,424KJ,39.10g,2.90g,0.40g,21.20g,20.10g,1.10g,0.50g,9mg,43mg,0.43mg,0.42mg,70mg,2mg,22μg,0.06mg,0.05mg,1.06mg,6.35mg,0μg,
SS56,Cau cau con arroz,E,127kcal,530KJ,38.30g,4.60g,3.10g,19.80g,17.20g,0.50g,0.40g,19mg,43mg,0.57mg,0.55mg,141mg,1mg,9μg,0.04mg,0.04mg,0.78mg,4.45mg,0μg,
SS57,Causa con pollo al horno y arroz,C,130kcal,546KJ,49.60g,3.30g,2.30g,24.10g,22.90g,1.20g,0.70g,15mg,57mg,0.50mg,0.63mg,67mg,1mg,31μg,0.06mg,0.07mg,1.38mg,8.34mg,0μg,
SS58,Cebiche con chicharrón,A,164kcal,684KJ,66.20g,9.10g,7.90g,15.10g,13.80g,1.40g,1.10g,20mg,98mg,0.49mg,0.83mg,246mg,2mg,48μg,0.06mg,0.08mg,1.15mg,7.20mg,0μg,
SS58,Cebiche con chicharrón,E,180kcal,753KJ,66.20g,11.00g,10.10g,11.30g,10.20g,1.30g,1.30g,25mg,143mg,0.87mg,0.65mg,135mg,15mg,65μg,0.06mg,0.08mg,1.66mg,4.83mg,0μg,
SS59,Cebiche de pescado,A,76kcal,318KJ,77.90g,9.20g,1.00g,7.00g,6.40g,0.60g,1.00g,22mg,18mg,0.08mg,0.84mg,961mg,19mg,3μg,0.03mg,0.03mg,0.21mg,8.96mg,0μg,
SS59,Cebiche de pescado,C,166kcal,693KJ,57.10g,5.60g,3.30g,32.00g,29.40g,2.60g,1.00g,23mg,92mg,0.32mg,1.53mg,291mg,39mg,50μg,0.08mg,0.14mg,1.15mg,9.80mg,0μg,
SS59,Cebiche de pescado,D,105kcal,438KJ,70.00g,9.40g,0.60g,16.10g,14.70g,1.40g,1.00g,32mg,76mg,0.17mg,0.94mg,698mg,2mg,49μg,0.05mg,0.08mg,0.86mg,8.66mg,0μg,
SS59,Cebiche de pescado,E,149kcal,624KJ,63.40g,9.60g,6.30g,15.00g,13.10g,1.80g,1.30g,54mg,143mg,0.54mg,1.36mg,40mg,3mg,14μg,0.07mg,0.19mg,1.57mg,8.24mg,0μg,
SS60,Cebiche de pollo con arroz,D,138kcal,579KJ,38.70g,7.60g,2.30g,21.70g,21.10g,0.60g,0.60g,10mg,84mg,0.83mg,0.75mg,430mg,2mg,4μg,0.05mg,0.11mg,2.83mg,4.45mg,0μg,
SS61,Cerdo al horno con arroz,C,161kcal,674KJ,35.20g,7.70g,3.50g,23.30g,23.20g,0.10g,0.60g,12mg,94mg,0.88mg,0.65mg,182mg,98mg,1μg,0.29mg,0.09mg,1.90mg,1.64mg,0μg,
SS62,Chanfainita con arroz,D,151kcal,630KJ,24.20g,4.30g,1.80g,28.60g,28.20g,0.40g,0.40g,4mg,67mg,0.66mg,0.96mg,263mg,0mg,1μg,0.06mg,0.11mg,1.27mg,3.73mg,0μg,
SS63,Chanfainita con tallarín,D,153kcal,639KJ,51.00g,5.80g,0.70g,31.40g,29.70g,1.70g,1.00g,18mg,88mg,0.74mg,2.43mg,25mg,2mg,25μg,0.08mg,0.17mg,1.42mg,7.96mg,0μg,
SS64,Chicharrón de pescado,D,102kcal,427KJ,77.70g,5.60g,4.30g,11.70g,9.70g,1.00g,0.90g,21mg,81mg,0.14mg,1.80mg,40mg,8mg,6μg,0.03mg,0.07mg,1.30mg,16.13mg,0μg,
SS64,Chicharrón de pescado,E,270kcal,1129KJ,48.40g,8.10g,15.90g,26.00g,21.80g,2.10g,1.00g,25mg,150mg,0.48mg,0.84mg,128mg,0mg,4μg,0.11mg,0.08mg,1.59mg,9.50mg,0μg,
SS65,Chicharrón de pescado con arroz,A,202kcal,844KJ,38.90g,6.20g,7.50g,27.00g,26.40g,0.60g,0.70g,18mg,80mg,0.49mg,0.72mg,301mg,0mg,14μg,0.06mg,0.06mg,1.63mg,9.76mg,0μg,
SS65,Chicharrón de pescado con arroz,D,215kcal,900KJ,37.40g,4.80g,9.90g,26.80g,26.00g,0.80g,0.60g,18mg,82mg,0.49mg,0.50mg,383mg,1mg,18μg,0.06mg,0.04mg,1.09mg,10.64mg,0μg,
SS66,Chicharrón de pescado con ensalada y arroz,E,241kcal,1010KJ,34.70g,6.80g,10.50g,29.90g,29.20g,0.80g,0.60g,14mg,49mg,0.40mg,1.33mg,190mg,1mg,0μg,0.10mg,0.08mg,1.19mg,5.68mg,0μg,
SS67,Chicharrón de pescado con frejoles y arroz,C,107kcal,447KJ,32.20g,4.10g,1.20g,20.20g,17.80g,2.40g,0.70g,24mg,68mg,0.52mg,1.00mg,150mg,24mg,83μg,0.05mg,0.03mg,1.06mg,3.97mg,0μg,
SS67,Chicharrón de pescado con frejoles y arroz,D,163kcal,683KJ,18.60g,6.70g,2.20g,28.50g,26.20g,2.30g,0.70g,21mg,97mg,0.69mg,1.19mg,68mg,0mg,0μg,0.05mg,0.03mg,1.36mg,1.88mg,0μg,
SS68,Chicharron de pescado con yuca frita y arroz,A,319kcal,1336KJ,51.20g,7.50g,28.20g,11.00g,9.80g,1.20g,0.90g,16mg,101mg,0.26mg,0.59mg,287mg,0mg,6μg,0.05mg,0.16mg,0.38mg,8.26mg,0μg,
SS68,Chicharron de pescado con yuca frita y arroz,C,210kcal,880KJ,34.50g,7.60g,5.30g,32.10g,31.70g,0.40g,0.60g,8mg,60mg,0.63mg,0.74mg,88mg,0mg,1μg,0.05mg,0.05mg,0.91mg,3.49mg,0μg,
SS68,Chicharron de pescado con yuca frita y arroz,D,195kcal,816KJ,40.70g,8.10g,7.40g,24.40g,23.60g,0.80g,0.70g,22mg,102mg,0.61mg,1.14mg,129mg,102mg,22μg,0.09mg,0.14mg,0.96mg,3.65mg,0μg,
SS68,Chicharron de pescado con yuca frita y arroz,E,199kcal,834KJ,32.90g,6.50g,8.00g,25.70g,24.60g,0.90g,0.60g,22mg,75mg,0.49mg,1.17mg,241mg,1mg,34μg,0.08mg,0.09mg,1.02mg,6.21mg,0μg,
SS69,Chicharrón de pescado con yucas doradas,C,195kcal,815KJ,56.40g,9.90g,6.90g,23.40g,20.20g,1.70g,1.20g,54mg,133mg,0.42mg,2.37mg,561mg,7mg,21μg,0.12mg,0.12mg,0.87mg,14.58mg,0μg,
SS70,Chicharrón de pollo con ensalada y arroz,C,202kcal,846KJ,39.50g,6.60g,9.00g,23.30g,21.10g,0.60g,0.60g,7mg,75mg,0.72mg,1.12mg,89mg,0mg,4μg,0.06mg,0.06mg,2.54mg,4.27mg,0μg,
SS70,Chicharrón de pollo con ensalada y arroz,D,179kcal,747KJ,23.00g,6.70g,4.70g,27.30g,23.90g,3.40g,0.80g,26mg,98mg,0.86mg,1.33mg,444mg,1mg,16μg,0.06mg,0.04mg,1.53mg,4.07mg,0μg,
SS71,Chicharrón mixto,C,222kcal,928KJ,54.30g,9.30g,14.10g,14.30g,13.60g,0.70g,0.90g,20mg,84mg,0.55mg,1.13mg,398mg,0mg,15μg,0.07mg,0.11mg,0.87mg,4.86mg,0μg,
SS72,Chicharrón mixto con sarsa criolla y arroz,D,168kcal,704KJ,38.00g,6.30g,3.80g,26.30g,25.80g,0.50g,0.70g,25mg,104mg,0.63mg,1.13mg,266mg,8mg,6μg,0.04mg,0.05mg,0.96mg,9.28mg,0μg,
SS73,Chicharrón mixto con yuca frita,E,168kcal,704KJ,64.50g,10.50g,8.80g,13.40g,12.60g,0.70g,1.10g,42mg,119mg,0.81mg,1.55mg,90mg,8mg,30μg,0.09mg,0.22mg,1.28mg,6.67mg,0μg,
SS74,Chicken quesadilla,B,193kcal,808KJ,61.60g,12.20g,9.90g,14.30g,1.90g,1.40g,1.60g,122mg,152mg,0.68mg,0.85mg,226mg,56mg,56μg,0.06mg,0.08mg,2.03mg,4.90mg,0μg,
SS75,Chuleta a la parrilla con arroz,E,111kcal,464KJ,59.70g,6.30g,1.80g,17.20g,11.60g,0.40g,0.60g,24mg,79mg,0.70mg,0.53mg,131mg,83mg,34μg,0.23mg,0.08mg,1.39mg,4.00mg,0μg,
SS76,Chuleta de cerdo con papas fritas y arroz,D,178kcal,743KJ,48.00g,6.70g,8.00g,19.50g,18.70g,0.80g,0.60g,10mg,84mg,0.76mg,0.53mg,263mg,86mg,3μg,0.27mg,0.10mg,1.94mg,5.85mg,0μg,
SS77,Churrasco con arroz,C,100kcal,417KJ,36.80g,3.80g,0.70g,19.10g,18.50g,0.50g,0.50g,8mg,55mg,0.72mg,0.65mg,161mg,0mg,3μg,0.04mg,0.04mg,1.38mg,4.51mg,0μg,
SS78,Churrasco con frejoles y arroz,E,171kcal,716KJ,20.70g,10.90g,6.40g,17.80g,12.10g,5.70g,1.30g,36mg,116mg,1.32mg,2.14mg,222mg,0mg,0μg,0.05mg,0.03mg,1.41mg,1.72mg,0μg,
SS79,"Churrasco con papas fritas, ensalada y arroz",E,156kcal,651KJ,45.20g,4.60g,4.30g,24.40g,23.40g,1.00g,1.00g,13mg,69mg,0.86mg,0.99mg,172mg,0mg,3μg,0.06mg,0.07mg,1.75mg,6.70mg,0μg,
SS80,Combinado de pollo,A,181kcal,758KJ,26.40g,6.50g,1.40g,35.60g,34.40g,0.70g,0.60g,18mg,92mg,0.86mg,2.26mg,402mg,0mg,15μg,0.07mg,0.06mg,1.64mg,2.54mg,0μg,
SS80,Combinado de pollo,C,151kcal,631KJ,34.60g,6.10g,1.30g,28.90g,27.70g,0.80g,0.50g,18mg,88mg,0.73mg,2.34mg,166mg,1mg,22μg,0.07mg,0.05mg,1.64mg,9.62mg,0μg,
SS80,Combinado de pollo,D,199kcal,831KJ,23.10g,5.10g,1.00g,42.70g,41.30g,1.00g,0.50g,14mg,103mg,0.78mg,1.98mg,22mg,0mg,2μg,0.07mg,0.06mg,1.19mg,2.01mg,0μg,
SS80,Combinado de pollo,E,122kcal,509KJ,41.60g,4.80g,1.70g,22.20g,21.40g,0.80g,0.60g,22mg,71mg,0.58mg,2.68mg,54mg,6mg,31μg,0.05mg,0.05mg,1.28mg,10.71mg,0μg,
SS81,Combinado de res,B,151kcal,634KJ,31.40g,4.50g,3.80g,24.80g,21.20g,0.40g,0.60g,16mg,84mg,0.76mg,1.40mg,37mg,7mg,8μg,0.04mg,0.04mg,1.26mg,1.60mg,0μg,
SS82,Combinado de tallarín rojo con frejoles y arroz,C,193kcal,806KJ,36.20g,10.40g,3.60g,32.80g,29.40g,3.50g,1.00g,26mg,137mg,1.16mg,2.17mg,178mg,7mg,91μg,0.10mg,0.09mg,2.79mg,2.42mg,0μg,
SS83,Cordero a la norteña con frejoles y arroz,C,172kcal,721KJ,13.80g,10.40g,6.30g,21.30g,19.40g,1.80g,1.40g,64mg,166mg,1.09mg,1.93mg,394mg,4mg,2μg,0.16mg,0.09mg,0.91mg,1.93mg,0μg,
SS83,Cordero a la norteña con frejoles y arroz,D,179kcal,749KJ,9.20g,8.60g,4.30g,28.90g,26.10g,2.80g,0.60g,15mg,80mg,0.86mg,1.37mg,57mg,8mg,3μg,0.08mg,0.06mg,0.81mg,0.93mg,0μg,
SS83,Cordero a la norteña con frejoles y arroz,E,145kcal,607KJ,18.60g,7.50g,3.80g,20.80g,17.80g,3.00g,1.10g,28mg,65mg,0.59mg,1.50mg,508mg,33mg,7μg,0.04mg,0.03mg,0.55mg,2.02mg,0μg,
SS84,Costillas barbiquiu con arroz y camote,A,190kcal,796KJ,33.00g,6.50g,8.20g,22.50g,20.20g,0.50g,0.60g,18mg,72mg,1.00mg,0.58mg,393mg,62mg,75μg,0.20mg,0.08mg,1.79mg,3.60mg,0μg,
SS85,Costillas con papa y arroz,D,166kcal,696KJ,44.10g,8.30g,5.70g,20.30g,19.80g,0.50g,0.90g,6mg,100mg,0.37mg,0.98mg,104mg,102mg,2μg,0.04mg,0.03mg,0.75mg,3.11mg,0μg,
SS86,Costillas a la norteña con frejoles y arroz,D,152kcal,635KJ,34.40g,8.00g,3.30g,22.20g,20.10g,2.10g,0.80g,21mg,101mg,1.40mg,1.49mg,631mg,4mg,6μg,0.05mg,0.06mg,1.96mg,3.41mg,0μg,
SS87,Encebollado de hígado con frejoles y arroz,A,161kcal,673KJ,47.30g,8.80g,6.20g,18.10g,17.90g,0.30g,0.90g,12mg,90mg,1.72mg,2.38mg,268mg,0mg,1741μg,0.11mg,0.70mg,4.80mg,10.00mg,0μg,
SS88,Ensalada rusa con pollo broaster y arroz,D,157kcal,657KJ,49.90g,8.80g,4.90g,19.20g,16.00g,0.70g,0.80g,17mg,97mg,0.86mg,0.89mg,22mg,11mg,21μg,0.06mg,0.07mg,3.05mg,5.93mg,0μg,
SS89,Ensalada rusa con pollo a la brasa y arroz,C,146kcal,612KJ,45.10g,8.80g,3.40g,19.70g,18.20g,0.60g,0.60g,14mg,94mg,0.86mg,0.83mg,192mg,9mg,104μg,0.06mg,0.07mg,3.12mg,2.86mg,0μg,
SS90,Ensalada rusa con pollo al horno y arroz,C,122kcal,510KJ,53.00g,7.10g,3.30g,16.10g,14.80g,1.30g,0.80g,19mg,80mg,0.68mg,0.77mg,213mg,22mg,76μg,0.06mg,0.09mg,2.63mg,9.19mg,0μg,
SS90,Ensalada rusa con pollo al horno y arroz,E,140kcal,585KJ,44.70g,9.80g,1.40g,21.40g,20.90g,0.50g,0.60g,9mg,102mg,0.96mg,0.87mg,56mg,12mg,6μg,0.07mg,0.07mg,3.61mg,6.05mg,0μg,
SS91,Ensalada rusa con pollo frito y arroz,C,173kcal,723KJ,43.30g,7.30g,2.60g,29.60g,26.40g,0.60g,0.60g,16mg,90mg,0.87mg,0.76mg,42mg,14mg,149μg,0.06mg,0.05mg,2.40mg,2.81mg,0μg,
SS91,Ensalada rusa con pollo frito y arroz,D,138kcal,576KJ,55.80g,7.00g,8.40g,9.00g,7.80g,1.10g,0.80g,13mg,68mg,0.57mg,0.62mg,492mg,32mg,65μg,0.05mg,0.07mg,2.57mg,10.32mg,0μg,
SS92,Escabeche de pescado con arroz,A,126kcal,527KJ,47.20g,5.70g,1.80g,21.80g,21.00g,0.80g,0.70g,11mg,65mg,0.45mg,0.61mg,97mg,0mg,61μg,0.06mg,0.04mg,1.10mg,4.93mg,0μg,
SS92,Escabeche de pescado con arroz,C,227kcal,950KJ,18.30g,3.30g,10.20g,30.60g,30.10g,0.50g,1.10g,9mg,58mg,0.59mg,0.61mg,75mg,1mg,12μg,0.05mg,0.07mg,0.88mg,2.76mg,0μg,
SS92,Escabeche de pescado con arroz,D,214kcal,893KJ,42.40g,10.90g,11.10g,17.00g,16.60g,0.30g,0.80g,18mg,130mg,0.32mg,0.71mg,128mg,0mg,29μg,0.04mg,0.05mg,5.46mg,2.98mg,0μg,
SS93,Escabeche de pollo con arroz,A,158kcal,660KJ,31.40g,6.40g,2.10g,27.80g,27.30g,0.40g,0.60g,10mg,81mg,0.80mg,0.83mg,301mg,0mg,25μg,0.06mg,0.07mg,2.10mg,3.61mg,0μg,
SS93,Escabeche de pollo con arroz,B,125kcal,524KJ,51.90g,5.60g,2.80g,19.80g,19.10g,0.70g,0.90g,18mg,72mg,0.52mg,1.19mg,301mg,23mg,69μg,0.06mg,0.06mg,1.50mg,6.50mg,0μg,
SS93,Escabeche de pollo con arroz,C,137kcal,572KJ,45.00g,7.70g,2.80g,19.60g,19.30g,0.30g,0.70g,13mg,82mg,0.75mg,0.93mg,131mg,0mg,25μg,0.06mg,0.07mg,2.80mg,4.34mg,0μg,
SS93,Escabeche de pollo con arroz,D,129kcal,540KJ,49.20g,8.60g,1.60g,19.50g,18.90g,0.50g,0.80g,13mg,90mg,0.83mg,0.90mg,82mg,0mg,36μg,0.07mg,0.08mg,3.22mg,5.40mg,0μg,
SS93,Escabeche de pollo con arroz,E,146kcal,610KJ,42.50g,6.70g,2.80g,22.70g,22.50g,0.30g,0.80g,13mg,78mg,0.72mg,0.97mg,193mg,0mg,6μg,0.06mg,0.07mg,2.25mg,3.35mg,0μg,
SS94,Estofado de pavita con arroz y ensalada,C,136kcal,568KJ,49.10g,5.50g,3.10g,21.20g,20.50g,0.70g,0.60g,10mg,72mg,0.75mg,1.09mg,54mg,0mg,9μg,0.06mg,0.07mg,1.52mg,9.14mg,0μg,
SS94,Estofado de pavita con arroz y ensalada,E,139kcal,582KJ,43.80g,5.80g,2.30g,23.20g,22.40g,0.80g,0.90g,12mg,76mg,0.81mg,1.12mg,168mg,3mg,38μg,0.06mg,0.07mg,1.59mg,5.32mg,0μg,
SS95,Estofado de pollo con arroz,A,121kcal,506KJ,49.20g,8.90g,1.60g,17.20g,16.50g,0.70g,0.80g,11mg,92mg,0.83mg,0.89mg,153mg,3mg,45μg,0.07mg,0.08mg,3.39mg,4.49mg,0μg,
SS95,Estofado de pollo con arroz,C,117kcal,490KJ,47.30g,6.60g,1.40g,19.10g,17.50g,0.80g,0.70g,11mg,77mg,0.69mg,0.74mg,247mg,3mg,35μg,0.06mg,0.07mg,2.48mg,8.33mg,0μg,
SS95,Estofado de pollo con arroz,D,141kcal,590KJ,21.50g,3.30g,1.00g,29.20g,28.60g,0.50g,0.40g,6mg,56mg,0.58mg,0.51mg,75mg,2mg,23μg,0.06mg,0.03mg,1.02mg,3.29mg,0μg,
SS95,Estofado de pollo con arroz,E,122kcal,512KJ,47.10g,7.00g,1.90g,19.00g,17.60g,0.70g,0.70g,11mg,78mg,0.72mg,0.74mg,233mg,3mg,45μg,0.06mg,0.07mg,2.63mg,5.45mg,0μg,
SS96,Estofado de pollo con arroz y ensalada,B,120kcal,503KJ,42.70g,5.40g,1.60g,20.80g,20.00g,0.80g,0.60g,10mg,66mg,0.61mg,0.64mg,384mg,4mg,31μg,0.06mg,0.06mg,2.04mg,5.88mg,0μg,
SS96,Estofado de pollo con arroz y ensalada,C,116kcal,487KJ,56.60g,6.00g,1.90g,19.50g,18.50g,1.10g,0.70g,11mg,89mg,0.37mg,1.65mg,463mg,79mg,77μg,0.05mg,0.04mg,0.79mg,5.78mg,0μg,
SS97,Estofado de pollo con menestra y arroz,C,145kcal,608KJ,31.80g,7.40g,2.00g,24.50g,19.90g,4.10g,0.80g,17mg,89mg,1.11mg,1.16mg,331mg,3mg,46μg,0.08mg,0.08mg,1.93mg,4.26mg,0μg,
SS97,Estofado de pollo con menestra y arroz,D,167kcal,697KJ,25.60g,7.40g,1.50g,30.50g,26.50g,4.00g,0.80g,21mg,106mg,1.08mg,1.46mg,86mg,7mg,59μg,0.07mg,0.06mg,1.90mg,3.39mg,0μg,
SS97,Estofado de pollo con menestra y arroz,E,125kcal,524KJ,39.80g,7.90g,1.60g,19.40g,17.30g,2.10g,0.80g,14mg,88mg,0.88mg,0.99mg,219mg,3mg,29μg,0.07mg,0.07mg,2.61mg,4.14mg,0μg,
SS98,Estofado de res con arroz,A,141kcal,590KJ,33.30g,8.30g,0.90g,24.00g,23.70g,0.30g,0.60g,9mg,101mg,1.65mg,1.40mg,96mg,1mg,17μg,0.05mg,0.06mg,2.58mg,0.98mg,0μg,
SS98,Estofado de res con arroz,D,138kcal,576KJ,44.10g,6.70g,1.20g,24.60g,23.80g,0.90g,0.70g,10mg,87mg,1.29mg,1.10mg,148mg,1mg,17μg,0.06mg,0.06mg,2.33mg,4.60mg,0μg,
SS99,Estofado de res con menestra y arroz,A,131kcal,546KJ,34.70g,7.40g,1.20g,22.50g,19.20g,3.20g,1.00g,26mg,102mg,1.29mg,1.71mg,199mg,16mg,21μg,0.06mg,0.05mg,1.85mg,3.42mg,0μg,
SS99,Estofado de res con menestra y arroz,C,121kcal,508KJ,18.70g,5.70g,1.00g,22.50g,19.30g,3.20g,0.50g,15mg,73mg,1.10mg,1.36mg,93mg,1mg,9μg,0.06mg,0.06mg,1.18mg,1.35mg,0μg,
SS100,Estofado de lengua con arroz,C,133kcal,558KJ,56.30g,4.90g,5.10g,17.30g,15.90g,1.30g,0.70g,12mg,69mg,0.84mg,0.83mg,815mg,8mg,89μg,0.07mg,0.15mg,1.39mg,7.35mg,0μg,
SS101,Espesado de res con arroz,D,212kcal,888KJ,37.10g,6.80g,2.00g,41.80g,41.00g,0.80g,0.70g,16mg,109mg,1.37mg,1.13mg,260mg,14mg,4μg,0.08mg,0.09mg,2.15mg,3.95mg,0μg,
SS102,Fetuccini a lo alfredo,A,339kcal,1418KJ,35.70g,9.90g,19.90g,31.70g,30.40g,1.30g,0.90g,92mg,126mg,0.99mg,2.55mg,745mg,0mg,165μg,0.09mg,0.14mg,1.19mg,0.24mg,0μg,
SS103,Filete de pescado con arroz,D,207kcal,866KJ,47.60g,5.80g,11.50g,20.60g,19.70g,0.90g,0.70g,13mg,78mg,0.55mg,1.04mg,707mg,0mg,19μg,0.08mg,0.14mg,1.39mg,7.06mg,0μg,
SS104,Filete de pescado con menestra y arroz,B,166kcal,696KJ,27.80g,8.00g,4.00g,24.40g,21.80g,2.50g,0.60g,24mg,113mg,0.80mg,1.57mg,356mg,0mg,20μg,0.07mg,0.07mg,1.46mg,2.36mg,0μg,
SS104,Filete de pescado con menestra y arroz,C,240kcal,1003KJ,19.40g,9.70g,10.60g,25.60g,23.00g,2.60g,10.10g,36mg,85mg,0.59mg,2.81mg,259mg,0mg,0μg,0.06mg,0.03mg,0.79mg,1.04mg,0μg,
SS104,Filete de pescado con menestra y arroz,E,222kcal,928KJ,21.60g,7.70g,4.20g,37.90g,35.50g,2.40g,0.80g,20mg,105mg,0.88mg,1.29mg,460mg,3mg,6μg,0.08mg,0.05mg,1.72mg,2.33mg,0μg,
SS105,"Filete de pescado con papas fritas, sarsa criolla y arroz",A,138kcal,578KJ,38.80g,5.50g,1.30g,25.60g,21.30g,0.20g,0.60g,17mg,81mg,0.47mg,0.73mg,338mg,0mg,1μg,0.05mg,0.03mg,0.64mg,3.53mg,0μg,
SS106,Filete de pescado en salsa de mariscos,A,136kcal,570KJ,38.10g,6.40g,0.80g,25.50g,24.50g,1.00g,0.70g,9mg,68mg,0.55mg,0.61mg,69mg,2mg,18μg,0.07mg,0.04mg,1.03mg,4.60mg,0μg,
SS107,Filete de pollo con papas fritas y arroz,A,122kcal,510KJ,57.50g,7.20g,2.90g,16.40g,15.70g,0.70g,0.60g,12mg,79mg,0.71mg,0.71mg,252mg,0mg,12μg,0.06mg,0.07mg,2.84mg,10.15mg,0μg,
SS107,Filete de pollo con papas fritas y arroz,C,156kcal,651KJ,52.40g,8.90g,4.80g,18.40g,17.50g,0.90g,0.70g,9mg,92mg,0.82mg,0.84mg,421mg,0mg,5μg,0.07mg,0.08mg,3.61mg,5.71mg,0μg,
SS108,"Filete de pollo con papas fritas, ensalada y arroz",B,136kcal,571KJ,48.90g,6.10g,5.90g,14.70g,13.80g,1.00g,0.60g,15mg,73mg,0.70mg,0.77mg,543mg,2mg,48μg,0.05mg,0.06mg,2.13mg,5.38mg,0μg,
SS108,"Filete de pollo con papas fritas, ensalada y arroz",D,202kcal,844KJ,53.10g,4.90g,14.50g,13.60g,12.60g,0.90g,0.60g,18mg,58mg,0.53mg,0.68mg,679mg,13mg,11μg,0.05mg,0.06mg,1.83mg,6.31mg,0μg,
SS109,Filete de pollo a la parrilla con ensalada y arroz,B,162kcal,678KJ,40.00g,8.10g,2.40g,26.10g,25.90g,0.20g,0.70g,23mg,102mg,0.90mg,0.77mg,107mg,0mg,18μg,0.07mg,0.11mg,2.91mg,4.09mg,0μg,
SS110,Frejoles con asado de carne y arroz,E,119kcal,500KJ,23.80g,6.10g,2.30g,18.40g,15.60g,2.70g,0.90g,17mg,74mg,0.90mg,0.86mg,334mg,52mg,32μg,0.18mg,0.08mg,1.20mg,1.86mg,0μg,
